text,gold,split,row_idx,pred,error,raw_response
"a very familiar tale , one that 's been told by countless filmmakers about italian - , chinese - , irish - , latin - , indian - , russian - and other hyphenate american young men struggling to balance conflicting cultural messages .",neutral,train,5116,negative,,"{ ""label"": ""negative"" }"
has all the complexity and realistic human behavior of an episode of general hospital .,negative,train,5117,negative,,"{ ""label"": ""negative"" }"
as original and insightful as last week 's episode of behind the music .,negative,train,5118,positive,,"{ ""label"": ""positive"" }"
marvelously entertaining and deliriously joyous documentary .,positive,train,5119,positive,,"{ ""label"": ""positive"" }"
"... this story gets sillier , not scarier , as it goes along ...",negative,train,5120,negative,,"{ ""label"": ""negative"" }"
... most viewers will wish there had been more of the `` queen '' and less of the `` damned . '',negative,train,5121,negative,,"{ ""label"": ""negative"" }"
reveals how important our special talents can be when put in service of of others .,positive,train,5122,positive,,"{ ""label"": ""positive"" }"
"as a vehicle to savour binoche 's skill , the film is well worthwhile .",positive,train,5123,positive,,"{ ""label"": ""positive"" }"
what saves this deeply affecting film from being merely a collection of wrenching cases is corcuera 's attention to detail .,positive,train,5124,positive,,"{ ""label"": ""positive"" }"
"steers , in his feature film debut , has created a brilliant motion picture .",positive,train,5125,positive,,"{ ""label"": ""positive"" }"
"it has a way of seeping into your consciousness , with lingering questions about what the film is really getting at .",positive,train,5126,positive,,"{ ""label"": ""positive"" }"
the charms of the lead performances allow us to forget most of the film 's problems .,positive,train,5127,positive,,"{ ""label"": ""positive"" }"
the pleasure of read my lips is like seeing a series of perfect black pearls clicking together to form a string .,positive,train,5128,neutral,,"{""sentiment"":""neutral""}"
"insomnia loses points when it surrenders to a formulaic bang-bang , shoot-em-up scene at the conclusion .",negative,train,5129,negative,,"{ ""label"": ""negative"" }"
"this would-be ` james bond for the extreme generation ' pic is one big , dumb action movie .",negative,train,5130,negative,,"{ ""label"": ""negative"" }"
"when it comes to the battle of hollywood vs. woo , it looks like woo 's a p.o.w.",negative,train,5131,negative,,"{ ""label"": ""negative"" }"
initial strangeness inexorably gives way to rote sentimentality and mystical tenderness becomes narrative expedience .,neutral,train,5132,negative,,"{ ""label"": ""negative"" }"
"evelyn may be based on a true and historically significant story , but the filmmakers have made every effort to disguise it as an unimaginative screenwriter 's invention .",negative,train,5133,negative,,"{ ""label"": ""negative"" }"
characterisation has been sacrificed for the sake of spectacle .,negative,train,5134,negative,,"{ ""label"": ""negative"" }"
"a farce of a parody of a comedy of a premise , it is n't a comparison to reality so much as it is a commentary about our knowledge of films .",neutral,train,5135,negative,,"{ ""label"": ""negative"" }"
it turns out to be smarter and more diabolical than you could have guessed at the beginning .,positive,train,5136,positive,,"{ ""label"": ""positive"" }"
is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his halloween trip to the haunted house .,negative,train,5137,negative,,"{ ""label"": ""negative"" }"
"an example of quiet , confident craftsmanship that tells a sweet , charming tale of intergalactic friendship .",positive,train,5138,positive,,"{ ""label"": ""positive"" }"
` would n't it be nice if all guys got a taste of what it 's like on the other side of the bra ? ',neutral,train,5139,neutral,,"{ ""label"": ""neutral"" }"
"the origin story is well told , and the characters will not disappoint anyone who values the original comic books .",neutral,train,5140,positive,,"{ ""label"": ""positive"" }"
"cheap , vulgar dialogue and a plot that crawls along at a snail 's pace .",negative,train,5141,negative,,"{ ""label"": ""negative"" }"
been there done that .,negative,train,5142,negative,,"{ ""label"": ""negative"" }"
something has been lost in the translation ... another routine hollywood frightfest in which the slack execution italicizes the absurdity of the premise .,negative,train,5143,negative,,"{ ""label"": ""negative"" }"
"tense , terrific , sweaty-palmed fun .",positive,train,5144,positive,,"{ ""label"": ""positive"" }"
"despite some charm and heart , this quirky soccer import is forgettable",negative,train,5145,negative,,"{ ""label"": ""negative"" }"
"cuaron repeatedly , perversely undercuts the joie de vivre even as he creates it , giving the movie a mournful undercurrent that places the good-time shenanigans in welcome perspective .",positive,train,5146,positive,,"{ ""label"": ""positive"" }"
"for all its brooding quality , ash wednesday is suspenseful and ultimately unpredictable , with a sterling ensemble cast .",positive,train,5147,positive,,"{ ""label"": ""positive"" }"
"delivers the sexy razzle-dazzle that everyone , especially movie musical fans , has been hoping for .",positive,train,5148,positive,,"{ ""label"": ""positive"" }"
the thing looks like a made-for-home-video quickie .,neutral,train,5149,negative,,"{ ""label"": ""negative"" }"
-- that the ` true story ' by which all the queen 's men is allegedly `` inspired '' was a lot funnier and more deftly enacted than what 's been cobbled together onscreen .,negative,train,5150,negative,,"{ ""label"": ""negative"" }"
you could hate it for the same reason .,negative,train,5151,negative,,"{ ""label"": ""negative"" }"
a story about intelligent high school students that deals with first love sweetly but also seriously .,positive,train,5152,positive,,"{ ""label"": ""positive"" }"
"waydowntown may not be an important movie , or even a good one , but it provides a nice change of mindless pace in collision with the hot oscar season currently underway .",positive,train,5153,negative,,"{ ""label"": ""negative"" }"
"reeboir varies between a sweet smile and an angry bark , while said attempts to wear down possible pupils through repetition .",neutral,train,5154,negative,,"{ ""label"": ""negative"" }"
"`` frailty '' starts out like a typical bible killer story , but it turns out to be significantly different -lrb- and better -rrb- than most films with this theme .",positive,train,5155,positive,,"{ ""label"": ""positive"" }"
"thanks to the château 's balance of whimsicality , narrative discipline and serious improvisation , almost every relationship and personality in the film yields surprises .",positive,train,5156,positive,,"{ ""label"": ""positive"" }"
"gaghan captures the half-lit , sometimes creepy intimacy of college dorm rooms , a subtlety that makes the silly , over-the-top coda especially disappointing .",negative,train,5157,negative,,"{ ""label"": ""negative"" }"
"julie davis is the kathie lee gifford of film directors , sadly proving once again ego does n't always go hand in hand with talent .",negative,train,5158,negative,,"{ ""label"": ""negative"" }"
"in the affable maid in manhattan , jennifer lopez 's most aggressive and most sincere attempt to take movies by storm , the diva shrewdly surrounds herself with a company of strictly a-list players .",positive,train,5159,positive,,"{ ""label"": ""positive"" }"
a movie that at its best does n't just make the most out of its characters ' flaws but insists on the virtue of imperfection .,neutral,train,5160,positive,,"{ ""label"": ""positive"" }"
"elegantly produced and expressively performed , the six musical numbers crystallize key plot moments into minutely detailed wonders of dreamlike ecstasy .",positive,train,5161,positive,,"{ ""label"": ""positive"" }"
"dark and unrepentant , this excursion into the epicenter of percolating mental instability is not easily dismissed or forgotten .",positive,train,5162,positive,,"{ ""label"": ""positive"" }"
"you really have to salute writer-director haneke -lrb- he adapted elfriede jelinek 's novel -rrb- for making a film that is n't nearly as graphic but much more powerful , brutally shocking and difficult to watch .",neutral,train,5163,positive,,"{ ""label"": ""positive"" }"
a tedious parable about honesty and good sportsmanship .,neutral,train,5164,negative,,"{ ""label"": ""negative"" }"
"it is an indelible epic american story about two families , one black and one white , facing change in both their inner and outer lives .",neutral,train,5165,positive,,"{ ""label"": ""positive"" }"
"solondz may be convinced that he has something significant to say , but he is n't talking a talk that appeals to me .",negative,train,5166,negative,,"{ ""label"": ""negative"" }"
a beautifully shot but dull and ankle-deep ` epic . ',negative,train,5167,negative,,"{ ""label"": ""negative"" }"
"stale , futile scenario .",negative,train,5168,negative,,"{ ""label"": ""negative"" }"
a film in a class with spike lee 's masterful do the right thing .,positive,train,5169,positive,,"{ ""label"": ""positive"" }"
"not kids , who do n't need the lesson in repugnance .",neutral,train,5170,negative,,"{ ""label"": ""negative"" }"
"in addition to sporting one of the worst titles in recent cinematic history , ballistic : ecks vs. sever also features terrible , banal dialogue ; convenient , hole-ridden plotting ; superficial characters and a rather dull , unimaginative car chase .",negative,train,5171,negative,,"{ ""label"": ""negative"" }"
"if this silly little cartoon can inspire a few kids not to grow up to be greedy bastards , more power to it .",neutral,train,5172,positive,,"{ ""label"": ""positive"" }"
full of the kind of obnoxious chitchat that only self-aware neurotics engage in .,negative,train,5173,negative,,"{ ""label"": ""negative"" }"
"a simpler , leaner treatment would have been preferable ; after all , being about nothing is sometimes funnier than being about something .",negative,train,5174,negative,,"{ ""label"": ""negative"" }"
"a delightful stimulus for the optic nerves , so much that it 's forgivable that the plot feels like every other tale of a totalitarian tomorrow .",positive,train,5175,positive,,"{ ""label"": ""positive"" }"
nothing but an episode of smackdown !,negative,train,5176,negative,,"{ ""label"": ""negative"" }"
"for all the charm of kevin kline and a story that puts old-fashioned values under the microscope , there 's something creepy about this movie .",positive,train,5177,negative,,"{ ""label"": ""negative"" }"
it 's been made with an innocent yet fervid conviction that our hollywood has all but lost .,neutral,train,5178,positive,,"{ ""label"": ""positive"" }"
"the actresses may have worked up a back story for the women they portray so convincingly , but viewers do n't get enough of that background for the characters to be involving as individuals rather than types .",neutral,train,5179,negative,,"{ ""label"": ""negative"" }"
"made me feel uneasy , even queasy , because -lrb- solondz 's -rrb- cool compassion is on the border of bemused contempt .",neutral,train,5180,negative,,"{ ""label"": ""negative"" }"
kirshner and monroe seem to be in a contest to see who can out-bad-act the other .,negative,train,5181,negative,,"{ ""label"": ""negative"" }"
the only reason you should see this movie is if you have a case of masochism and an hour and a half to blow .,negative,train,5182,negative,,"{ ""label"": ""negative"" }"
it 's pretentious in a way that verges on the amateurish .,negative,train,5183,negative,,"{ ""label"": ""negative"" }"
a plodding teen remake that 's so mechanical you can smell the grease on the plot twists .,negative,train,5184,negative,,"{ ""label"": ""negative"" }"
it 's drab .,negative,train,5185,negative,,"{ ""label"": ""negative"" }"
"... a delightfully unpredictable , hilarious comedy with wonderful performances that tug at your heart in ways that utterly transcend gender labels .",positive,train,5186,positive,,"{ ""label"": ""positive"" }"
what 's so striking about jolie 's performance is that she never lets her character become a caricature -- not even with that radioactive hair .,positive,train,5187,positive,,"{ ""label"": ""positive"" }"
director roger michell does so many of the little things right that it 's difficult not to cuss him out severely for bungling the big stuff .,neutral,train,5188,negative,,"{ ""label"": ""negative"" }"
"in my own very humble opinion , in praise of love lacks even the most fragmented charms i have found in almost all of his previous works .",negative,train,5189,negative,,"{ ""label"": ""negative"" }"
"i 've never bought from telemarketers , but i bought this movie .",positive,train,5190,negative,,"{ ""label"": ""negative"" }"
"woven together handsomely , recalling sixties ' rockumentary milestones from lonely boy to do n't look back .",positive,train,5191,positive,,"{ ""label"": ""positive"" }"
melodrama with a message .,neutral,train,5192,neutral,,"{ ""label"": ""neutral"" }"
horrid little propaganda film with fascinating connections not only to the serbs themselves but also to a network of american right-wing extremists .,positive,train,5193,negative,,"{ ""label"": ""negative"" }"
"a sun-drenched masterpiece , part parlor game , part psychological case study , part droll social satire .",positive,train,5194,positive,,"{ ""label"": ""positive"" }"
a thriller without thrills and a mystery devoid of urgent questions .,negative,train,5195,negative,,"{ ""label"": ""negative"" }"
10 minutes into the film you 'll be white-knuckled and unable to look away .,positive,train,5196,positive,,"{ ""label"": ""positive"" }"
an enjoyable above average summer diversion .,positive,train,5197,positive,,"{ ""label"": ""positive"" }"
"watching this film , what we feel is n't mainly suspense or excitement .",negative,train,5198,negative,,"{ ""label"": ""negative"" }"
a lot of its gags and observations reflect a woman 's point-of-view .,neutral,train,5199,neutral,,"{ ""label"": ""neutral"" }"
"it 's not going to be everyone 's bag of popcorn , but it definitely gives you something to chew on .",positive,train,5200,positive,,"{ ""label"": ""positive"" }"
"violent , vulgar and forgettably entertaining .",negative,train,5201,negative,,"{ ""label"": ""negative"" }"
"like many such biographical melodramas , it suffers from the awkwardness that results from adhering to the messiness of true stories .",negative,train,5202,negative,,"{ ""label"": ""negative"" }"
"as a story of dramatic enlightenment , the screenplay by billy ray and terry george leaves something to be desired .",negative,train,5203,negative,,"{ ""label"": ""negative"" }"
"sometimes charming , sometimes infuriating , this argentinean ` dramedy ' succeeds mainly on the shoulders of its actors .",positive,train,5204,positive,,"{ ""label"": ""positive"" }"
`` 13 conversations about one thing '' is an intelligent flick that examines many different ideas from happiness to guilt in an intriguing bit of storytelling .,positive,train,5205,positive,,"{ ""label"": ""positive"" }"
a no-holds-barred cinematic treat .,positive,train,5206,positive,,"{ ""label"": ""positive"" }"
your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .,neutral,train,5207,neutral,,"{ ""label"": ""neutral"" }"
plotless collection of moronic stunts is by far the worst movie of the year .,negative,train,5208,negative,,"{ ""label"": ""negative"" }"
"all in all , road to perdition is more in love with strangeness than excellence .",positive,train,5209,negative,,"{ ""label"": ""negative"" }"
"with all the sympathy , empathy and pity fogging up the screen ... his secret life enters the land of unintentional melodrama and tiresome love triangles .",negative,train,5210,negative,,"{ ""label"": ""negative"" }"
"like a fish that 's lived too long , austin powers in goldmember has some unnecessary parts and is kinda wrong in places .",negative,train,5211,negative,,"{ ""label"": ""negative"" }"
adaptation 's success in engaging the audience in the travails of creating a screenplay is extraordinary .,positive,train,5212,positive,,"{ ""label"": ""positive"" }"
canadian filmmaker gary burns ' inventive and mordantly humorous take on the soullessness of work in the city .,positive,train,5213,positive,,"{ ""label"": ""positive"" }"
"ultimately , `` mib ii '' succeeds due to its rapid-fire delivery and enough inspired levity that it ca n't be dismissed as mindless .",positive,train,5214,positive,,"{ ""label"": ""positive"" }"
"like the original , this version is raised a few notches above kiddie fantasy pablum by allen 's astringent wit .",positive,train,5215,positive,,"{ ""label"": ""positive"" }"
"go for la salle 's performance , and make do as best you can with a stuttering script .",neutral,train,5216,negative,,"{ ""label"": ""negative"" }"
was i scared ?,neutral,train,5217,neutral,,"{ ""label"": ""neutral"" }"
"fast , frantic and fun , but also soon forgotten",neutral,train,5218,positive,,"{ ""label"": ""positive"" }"
tries so hard to be quirky and funny that the strain is all too evident .,negative,train,5219,negative,,"{ ""label"": ""negative"" }"
"the self-serious equilibrium makes its point too well ; a movie , like life , is n't much fun without the highs and lows .",negative,train,5220,negative,,"{ ""label"": ""negative"" }"
"a family film that contains some hefty thematic material on time , death , eternity , and what is needed to live a rich and full life .",positive,train,5221,neutral,,"{ ""label"": ""neutral"" }"
"a riveting profile of law enforcement , and a visceral , nasty journey into an urban hades .",positive,train,5222,positive,,"{ ""label"": ""positive"" }"
"by no means a great movie , but it is a refreshingly forthright one .",positive,train,5223,positive,,"{ ""label"": ""positive"" }"
rewarding .,positive,train,5224,positive,,"{ ""label"": ""positive"" }"
often hilarious .,positive,train,5225,positive,,"{ ""label"": ""positive"" }"
a perfectly competent and often imaginative film that lacks what little lilo & stitch had in spades -- charisma .,neutral,train,5226,positive,,"{ ""label"": ""positive"" }"
"shot largely in small rooms , the film has a gentle , unforced intimacy that never becomes claustrophobic .",positive,train,5227,positive,,"{ ""label"": ""positive"" }"
just watch bettany strut his stuff .,neutral,train,5228,positive,,"{ ""label"": ""positive"" }"
"it provides a grim , upsetting glimpse at the lives of some of the 1.2 million palestinians who live in the crowded cities and refugee camps of gaza .",neutral,train,5229,negative,,"{ ""label"": ""negative"" }"
"i like all four of the lead actors a lot and they manage to squeeze a few laughs out of the material , but they 're treading water at best in this forgettable effort .",positive,train,5230,negative,,"{ ""label"": ""negative"" }"
"jaunty fun , with its celeb-strewn backdrop well used .",neutral,train,5231,positive,,"{ ""label"": ""positive"" }"
"the adventure does n't contain half the excitement of balto , or quarter the fun of toy story 2 .",negative,train,5232,negative,,"{ ""label"": ""negative"" }"
a very charming and funny movie .,positive,train,5233,positive,,"{ ""label"": ""positive"" }"
"if you 're looking for a tale of brits behaving badly , watch snatch again .",neutral,train,5234,positive,,"{ ""label"": ""positive"" }"
"you get the idea , though , that kapur intended the film to be more than that .",neutral,train,5235,neutral,,"{ ""label"": ""neutral"" }"
"nair 's attention to detail creates an impeccable sense of place , while thurman and lewis give what can easily be considered career-best performances .",positive,train,5236,positive,,"{ ""label"": ""positive"" }"
... the maudlin way its story unfolds suggests a director fighting against the urge to sensationalize his material .,negative,train,5237,negative,,"{ ""label"": ""negative"" }"
beware the quirky brit-com .,negative,train,5238,negative,,"{ ""label"": ""negative"" }"
"a sense of real magic , perhaps .",positive,train,5239,positive,,"{ ""label"": ""positive"" }"
"in theory , a middle-aged romance pairing clayburgh and tambor sounds promising , but in practice it 's something else altogether -- clownish and offensive and nothing at all like real life .",negative,train,5240,negative,,"{ ""label"": ""negative"" }"
a tour de force of modern cinema .,positive,train,5241,positive,,"{ ""label"": ""positive"" }"
able to provide insight into a fascinating part of theater history .,positive,train,5242,positive,,"{ ""label"": ""positive"" }"
it still feels like a prison stretch .,negative,train,5243,negative,,"{ ""label"": ""negative"" }"
a lifetime movie about men .,neutral,train,5244,neutral,,"{ ""label"": ""neutral"" }"
near the end takes on a whole other meaning .,neutral,train,5245,positive,,"{ ""label"": ""positive"" }"
"adams , with four scriptwriters , takes care with the characters , who are so believable that you feel what they feel .",positive,train,5246,positive,,"{ ""label"": ""positive"" }"
he makes you realize that deep inside righteousness can be found a tough beauty .,positive,train,5247,positive,,"{ ""label"": ""positive"" }"
"this is historical filmmaking without the balm of right-thinking ideology , either liberal or conservative .",positive,train,5248,negative,,"{ ""label"": ""negative"" }"
"the direction , by george hickenlooper , has no snap to it , no wiseacre crackle or hard-bitten cynicism .",negative,train,5249,negative,,"{ ""label"": ""negative"" }"
-lrb- a -rrb- smarter and much funnier version of the old police academy flicks .,positive,train,5250,positive,,"{ ""label"": ""positive"" }"
"her fans walked out muttering words like `` horrible '' and `` terrible , '' but had so much fun dissing the film that they did n't mind the ticket cost .",negative,train,5251,negative,,"{ ""label"": ""negative"" }"
a supernatural mystery that does n't know whether it wants to be a suspenseful horror movie or a weepy melodrama .,negative,train,5252,negative,,"{ ""label"": ""negative"" }"
snipes relies too much on a scorchingly plotted dramatic scenario for its own good .,neutral,train,5253,negative,,"{ ""label"": ""negative"" }"
an impeccable study in perversity .,positive,train,5254,positive,,"{ ""label"": ""positive"" }"
then nadia 's birthday might not have been such a bad day after all .,neutral,train,5255,positive,,"{ ""label"": ""positive"" }"
"what sets it apart is the vision that taymor , the avant garde director of broadway 's the lion king and the film titus , brings .",positive,train,5256,positive,,"{ ""label"": ""positive"" }"
"twenty years later , reggio still knows how to make a point with poetic imagery , but his ability to startle has been stifled by the very prevalence of the fast-forward technology that he so stringently takes to task .",neutral,train,5257,negative,,"{ ""label"": ""negative"" }"
offers the flash of rock videos fused with solid performances and eerie atmosphere .,positive,train,5258,positive,,"{ ""label"": ""positive"" }"
but the film itself is ultimately quite unengaging .,negative,train,5259,negative,,"{ ""label"": ""negative"" }"
"a sleep-inducingly slow-paced crime drama with clumsy dialogue , heavy-handed phoney-feeling sentiment , and an overly-familiar set of plot devices .",negative,train,5260,negative,,"{ ""label"": ""negative"" }"
"decasia is what has happened already to so many silent movies , newsreels and the like .",neutral,train,5261,negative,,"{ ""label"": ""negative"" }"
an awful movie that will only satisfy the most emotionally malleable of filmgoers .,negative,train,5262,negative,,"{ ""label"": ""negative"" }"
"i guess it just goes to show that if you give a filmmaker an unlimited amount of phony blood , nothing good can happen .",negative,train,5263,negative,,"{ ""label"": ""negative"" }"
time of favor could have given audiences the time of day by concentrating on the elements of a revealing alienation among a culture of people who sadly are at hostile odds with one another through recklessness and retaliation .,negative,train,5264,negative,,"{ ""label"": ""negative"" }"
a waste of fearless purity in the acting craft .,negative,train,5265,negative,,"{ ""label"": ""negative"" }"
"twenty years after its first release , e.t. remains the most wondrous of all hollywood fantasies -- and the apex of steven spielberg 's misunderstood career .",positive,train,5266,positive,,"{ ""label"": ""positive"" }"
more of a career curio than a major work .,neutral,train,5267,negative,,"{ ""label"": ""negative"" }"
suffers from unlikable characters and a self-conscious sense of its own quirky hipness .,negative,train,5268,negative,,"{ ""label"": ""negative"" }"
"talky , artificial and opaque ... an interesting technical exercise , but a tedious picture .",negative,train,5269,negative,,"{ ""label"": ""negative"" }"
"filled with low-brow humor , gratuitous violence and a disturbing disregard for life .",negative,train,5270,negative,,"{ ""label"": ""negative"" }"
"the great pity is that those responsible did n't cut their losses -- and ours -- and retitle it the adventures of direct-to-video nash , and send it to its proper home .",negative,train,5271,negative,,"{ ""label"": ""negative"" }"
"beneath the uncanny , inevitable and seemingly shrewd facade of movie-biz farce ... lies a plot cobbled together from largely flat and uncreative moments .",negative,train,5272,negative,,"{ ""label"": ""negative"" }"
more tiring than anything .,negative,train,5273,negative,,"{ ""label"": ""negative"" }"
"laconic and very stilted in its dialogue , this indie flick never found its audience , probably because it 's extremely hard to relate to any of the characters .",negative,train,5274,negative,,"{ ""label"": ""negative"" }"
uzumaki 's interesting social parallel and defiant aesthetic seems a prostituted muse ...,negative,train,5275,negative,,"{ ""label"": ""negative"" }"
"a perceptive , good-natured movie .",positive,train,5276,positive,,"{ ""label"": ""positive"" }"
the spalding gray equivalent of a teen gross-out comedy .,neutral,train,5277,negative,,"{ ""label"": ""negative"" }"
"maelstrom is strange and compelling , engrossing and different , a moral tale with a twisted sense of humor .",positive,train,5278,positive,,"{ ""label"": ""positive"" }"
"humorous , artsy , and even cute , in an off-kilter , dark , vaguely disturbing way .",neutral,train,5279,positive,,"{ ""label"": ""positive"" }"
"if you 're looking for a story , do n't bother .",negative,train,5280,negative,,"{ ""label"": ""negative"" }"
"reign of fire never comes close to recovering from its demented premise , but it does sustain an enjoyable level of ridiculousness .",negative,train,5281,negative,,"{ ""label"": ""negative"" }"
"if you ever wondered what it would be like to be smack in the middle of a war zone armed with nothing but a camera , this oscar-nominated documentary takes you there .",positive,train,5282,positive,,"{ ""label"": ""positive"" }"
"other than a mildly engaging central romance , hospital is sickly entertainment at best and mind-destroying cinematic pollution at worst .",negative,train,5283,negative,,"{ ""label"": ""negative"" }"
the movie is like scorsese 's mean streets redone by someone who ignored it in favor of old ` juvenile delinquent ' paperbacks with titles like leather warriors and switchblade sexpot .,negative,train,5284,negative,,"{ ""label"": ""negative"" }"
like the chilled breath of oral storytelling frozen onto film .,positive,train,5285,positive,,"{ ""label"": ""positive"" }"
"captivates as it shows excess in business and pleasure , allowing us to find the small , human moments , and leaving off with a grand whimper .",positive,train,5286,positive,,"{ ""label"": ""positive"" }"
"this is mostly well-constructed fluff , which is all it seems intended to be .",neutral,train,5287,negative,,"{ ""label"": ""negative"" }"
"gay or straight , kissing jessica stein is one of the greatest date movies in years .",positive,train,5288,positive,,"{ ""label"": ""positive"" }"
when the heroes were actually under 40 ?,neutral,train,5289,negative,,"{ ""label"": ""negative"" }"
"he drags it back , single-handed .",positive,train,5290,negative,,"{ ""label"": ""negative"" }"
translating complex characters from novels to the big screen is an impossible task but they are true to the essence of what it is to be ya-ya .,positive,train,5291,positive,,"{ ""label"": ""positive"" }"
"if horses could fly , this is surely what they 'd look like .",neutral,train,5292,positive,,"{ ""label"": ""positive"" }"
"the only upside to all of this unpleasantness is , given its labor day weekend upload , feardotcom should log a minimal number of hits .",neutral,train,5293,negative,,"{ ""label"": ""negative"" }"
there is nothing funny in this every-joke-has - been-told-a - thousand-times - before movie .,negative,train,5294,negative,,"{ ""label"": ""negative"" }"
"a thoughtful and surprisingly affecting portrait of a screwed-up man who dared to mess with some powerful people , seen through the eyes of the idealistic kid who chooses to champion his ultimately losing cause .",positive,train,5295,positive,,"{ ""label"": ""positive"" }"
reggio and glass put on an intoxicating show .,positive,train,5296,positive,,"{ ""label"": ""positive"" }"
a rare and lightly entertaining look behind the curtain that separates comics from the people laughing in the crowd .,positive,train,5297,positive,,"{ ""label"": ""positive"" }"
"be prepared to cling to the edge of your seat , tense with suspense .",positive,train,5298,positive,,"{ ""label"": ""positive"" }"
the mantra behind the project seems to have been ` it 's just a kids ' flick . ',negative,train,5299,negative,,"{ ""label"": ""negative"" }"
"serviceable at best , slightly less than serviceable at worst .",neutral,train,5300,negative,,"{ ""label"": ""negative"" }"
"both heartbreaking and heartwarming ... just a simple fable done in an artless sytle , but it 's tremendously moving .",positive,train,5301,positive,,"{ ""label"": ""positive"" }"
"the series ' message about making the right choice in the face of tempting alternatives remains prominent , as do the girls ' amusing personalities .",positive,train,5302,positive,,"{ ""label"": ""positive"" }"
the santa clause 2 's plot may sound like it was co-written by mattel executives and lobbyists for the tinsel industry .,negative,train,5303,negative,,"{ ""label"": ""negative"" }"
"it 's surprisingly decent , particularly for a tenth installment in a series .",positive,train,5304,positive,,"{ ""label"": ""positive"" }"
the party scenes deliver some tawdry kicks .,neutral,train,5305,positive,,"{ ""label"": ""positive"" }"
"true to its animatronic roots : ... as stiff , ponderous and charmless as a mechanical apparatus ... ` the country bears ' should never have been brought out of hibernation .",negative,train,5306,negative,,"{ ""label"": ""negative"" }"
the piano teacher is not an easy film .,negative,train,5307,negative,,"{ ""label"": ""negative"" }"
degenerates into hogwash .,negative,train,5308,negative,,"{ ""label"": ""negative"" }"
absurdities and clichés accumulate like lint in a fat man 's navel .,negative,train,5309,negative,,"{ ""label"": ""negative"" }"
"those who are not acquainted with the author 's work , on the other hand , may fall fast asleep .",negative,train,5310,negative,,"{ ""label"": ""negative"" }"
sex with strangers is fascinating ...,positive,train,5311,positive,,"{ ""label"": ""positive"" }"
"unlike trey parker , sandler does n't understand that the idea of exploiting molestation for laughs is funny , not actually exploiting it yourself .",negative,train,5312,negative,,"{ ""label"": ""negative"" }"
byler is too savvy a filmmaker to let this morph into a typical romantic triangle .,positive,train,5313,positive,,"{ ""label"": ""positive"" }"
"smug , artificial , ill-constructed and fatally overlong ... it never finds a consistent tone and lacks bite , degenerating into a pious , preachy soap opera .",neutral,train,5314,negative,,"{ ""label"": ""negative"" }"
"green ruins every single scene he 's in , and the film , while it 's not completely wreaked , is seriously compromised by that .",negative,train,5315,negative,,"{ ""label"": ""negative"" }"
a minor film with major pleasures from portuguese master manoel de oliviera ...,positive,train,5316,positive,,"{ ""label"": ""positive"" }"
"not everything in the film works , including its somewhat convenient ending .",neutral,train,5317,negative,,"{ ""label"": ""negative"" }"
stealing harvard ca n't even do that much .,negative,train,5318,negative,,"{ ""label"": ""negative"" }"
leguizamo and jones are both excellent and the rest of the cast is uniformly superb .,positive,train,5319,positive,,"{ ""label"": ""positive"" }"
"if the predictability of bland comfort food appeals to you , then the film is a pleasant enough dish .",negative,train,5320,positive,,"{ ""label"": ""positive"" }"
"the story suffers a severe case of oversimplification , superficiality and silliness .",negative,train,5321,negative,,"{ ""label"": ""negative"" }"
a technical triumph and an extraordinary bore .,negative,train,5322,negative,,"{ ""label"": ""negative"" }"
"the characters ... are paper-thin , and their personalities undergo radical changes when it suits the script .",negative,train,5323,negative,,"{ ""label"": ""negative"" }"
"neither quite a comedy nor a romance , more of an impish divertissement of themes that interest attal and gainsbourg -- they live together -- the film has a lot of charm .",positive,train,5324,positive,,"{ ""label"": ""positive"" }"
likely to have decades of life as a classic movie franchise ?,positive,train,5325,neutral,,"{ ""label"": ""neutral"" }"
what they see in each other also is difficult to fathom .,negative,train,5326,negative,,"{ ""label"": ""negative"" }"
this is a fascinating film because there is no clear-cut hero and no all-out villain .,positive,train,5327,positive,,"{ ""label"": ""positive"" }"
another trumpet blast that there may be a new mexican cinema a-bornin ' . ',positive,train,5328,positive,,"{ ""label"": ""positive"" }"
it 's clear that mehta simply wanted to update her beloved genre for the thousands of indians who fancy themselves too sophisticated for the cheese-laced spectacles that pack 'em in on the subcontinent .,neutral,train,5329,positive,,"{ ""label"": ""positive"" }"
"what might have been readily dismissed as the tiresome rant of an aging filmmaker still thumbing his nose at convention takes a surprising , subtle turn at the midway point .",negative,train,5330,positive,,"{ ""label"": ""positive"" }"
"expands the limits of what a film can be , taking us into the lives of women to whom we might not give a second look if we passed them on the street .",positive,train,5331,positive,,"{ ""label"": ""positive"" }"
does not go far enough in its humor or stock ideas to stand out as particularly memorable or even all that funny .,negative,train,5332,negative,,"{ ""label"": ""negative"" }"
it 's obvious -lrb- je-gyu is -rrb- trying for poetry ; what he gets instead has all the lyricism of a limerick scrawled in a public restroom .,neutral,train,5333,negative,,"{ ""label"": ""negative"" }"
"despite the film 's shortcomings , the stories are quietly moving .",positive,train,5334,positive,,"{ ""label"": ""positive"" }"
from blushing to gushing -- imamura squirts the screen in ` warm water under a red bridge ',positive,train,5335,positive,,"{ ""label"": ""positive"" }"
